OX  X    ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08000000000000002,0.0
OXXXXO O ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X   O OXX,0.0,0.0,0.0,0.08000000000000002,0.0,0.0,0.0,0.0,0.0
 X OX    ,-0.08000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XX OO OXX,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
    X    ,-0.06400000000000002,-0.06400000000000002,-0.08000000000000002,-0.06400000000000002,0.0,0.0,0.0,0.0,0.0
OOXXX    ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0
X   O   X,0.0,0.0,0.0,0.0,0.0,0.0,0.06400000000000002,0.0,0.0
OOX X   X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0
X   X   O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08000000000000002,0.0
 XO X    ,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 O XX    ,-0.08000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O   X   X,0.0,-0.08000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OXX X  O ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1
OX XX  O ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X        ,0.0,0.0,0.0,0.0,0.051200000000000016,0.0,0.0,0.0,-0.06400000000000002
X X X  OO,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,0.0,0.0
OX OX X  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0
        X,-0.06400000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
